cleName,cleid,siteId,siteName,mirDownlink,mirUplink
Frontline Management (Bermuda) Ltd,128786,41846,Maersk Zambezi,8192,4096
Frontline Management (Bermuda) Ltd,128786,1530,SFL Composer,8192,4096
RollDock Shipping B.V.,248879,31011,Rolldock Sun,8192,4096
RollDock Shipping B.V.,248879,31015,Rolldock Star,8192,4096
RollDock Shipping B.V.,248879,31014,Rolldock Sea,8192,4096
RollDock Shipping B.V.,248879,31012,Rolldock Storm,8192,4096
RollDock Shipping B.V.,248879,31013,Rolldock Sky,8192,4096
RollDock Shipping B.V.,248879,16205,BIGROLL BERING,8192,4096
RollDock Shipping B.V.,248879,15419,BIGROLL BEAUFORT,8192,4096
KAWASAKI KISEN KAISHA,112109,38429,TEDORIGAWA,8192,4096
KAWASAKI KISEN KAISHA,112109,39042,TONEGAWA,8192,4096
KAWASAKI KISEN KAISHA,112109,11026,AL RAYYAN,8192,4096
NSSL Global Gmbh,190057,3494,Pacific Liberty,8192,4096
NSSL Global Gmbh,190057,3407,Pacific Aurora,8192,4096
"Subcom, LLC",246759,353,CS Durable ,8192,4096
H.P. Holmeset AS,246573,31569,GEIR III,8192,4096
Kotug International BV,145044,38643,SD Honour,8192,4096
Westrybflot JSC,250681,3766,Armenak Babaev,8192,4096
Station Satcom Pte Ltd,244172,41310,PEARL RIVER BRIDGE,8192,4096
Morskaya Zvezda Ltd.,250264,1256,M/V Lira,8192,4096
JSC Atlantrybflot,130495,3704,Osveyskoe,8192,4096
JSC Atlantrybflot,130495,3706,Aleksey Anichkin,8192,4096
JSC Atlantrybflot,130495,7710,Ester,8192,4096
Landhelgisgaesla Islands,246888,959,M/V Thor,8192,4096
Landhelgisgaesla Islands,246888,42763,Freyja,8192,4096
NGT Services (UK) Ltd.,250383,3974,NAVIGATOR NOVA,8192,4096
NGT Services (UK) Ltd.,250383,25777,NAVIGATOR VIRGO,8192,4096
NGT Services (UK) Ltd.,250383,38674,NAVIGATOR ARIES,8192,4096
NGT Services (UK) Ltd.,250383,33569,NAVIGATOR GLORY,8192,4096
NGT Services (UK) Ltd.,250383,39781,NAVIGATOR GENESIS,8192,4096
NGT Services (UK) Ltd.,250383,31561,Navigator Umbrio,8192,4096
NGT Services (UK) Ltd.,250383,3747,Navigator Eclipse,8192,4096
NGT Services (UK) Ltd.,250383,33929,Navigator Grace,8192,4096
NGT Services (UK) Ltd.,250383,3759,NAVIGATOR YAUZA,8192,4096
NGT Services (UK) Ltd.,250383,25347,NAVIGATOR SCORPIO,8192,4096
NGT Services (UK) Ltd.,250383,4025,NAVIGATOR PROMINENCE,8192,4096
NGT Services (UK) Ltd.,250383,17710,NAVIGATOR TAURUS,8192,4096
NGT Services (UK) Ltd.,250383,38673,NAVIGATOR GUSTO,8192,4096
NGT Services (UK) Ltd.,250383,21436,NAVIGATOR JORF,8192,4096
NGT Services (UK) Ltd.,250383,3364,NAVIGATOR AURORA,8192,4096
LSC SIA,230069,3187,Salacgriva,8192,4096
LSC SIA,230069,2916,Ainazi,8192,4096
LSC SIA,230069,5729,Elandra Corallo,8192,4096
Murmansk Trawl Fleet JSC,246632,1665,Vasiliy Golovnin,8192,4096
Marlink SAS,163468,22815,Atlantic Raven-9187942,8192,2048
Marlink SAS,163468,36318,Global Falcon,8192,4096
Marlink SAS,163468,22324,Atlantic Eagle-9199103,8192,2048
SD Power BV,259769,34945,SD Power,8192,4096
Geoquip Marine Operations AG,259887,42251,Poseidon 1,8192,4096
Koralhav A/S,246879,37907,M/S KORALHAV,8192,4096
"China Transport Telecommunication Info Gp Co., Ltd",189410,42387,ZHONG SHAN DA XUE,8192,4096
PXGEO ASIA PTE. LTD.,261468,42464,PXGEO 2,8192,4096
POSH FLEET SERVICES PTE LTD,241509,21477,Posh Oribi,8192,4096
POSH FLEET SERVICES PTE LTD,241509,21480,Posh Impala,8192,4096
POSH FLEET SERVICES PTE LTD,241509,21651,Posh Gemsbok,8192,4096
POSH FLEET SERVICES PTE LTD,241509,21538,Posh Okapi,8192,4096
POSH FLEET SERVICES PTE LTD,241509,21648,Posh Steenbok,8192,4096
Thome Offshore Management Pte Ltd,246767,54924,Bluebird,8192,4096
NLNG Ship Management Ltd,247962,58851,LNG CROSS-RIVER,8192,4096
NLNG Ship Management Ltd,247962,58855,LNG PORT HARCOURT II,8192,4096
NLNG Ship Management Ltd,247962,58850,LNG ADAMAWA,8192,4096
NLNG Ship Management Ltd,247962,58854,LNG FINIMA II,8192,4096
NLNG Ship Management Ltd,247962,55084,LNG AKWA IBOM,8192,4096
NLNG Ship Management Ltd,247962,58849,LNG SOKOTO,8192,4096
NLNG Ship Management Ltd,247962,58852,LNG RIVER-NIGER,8192,4096
NLNG Ship Management Ltd,247962,55083,LNG LAGOS II,8192,4096
NLNG Ship Management Ltd,247962,58853,LNG BONNY II,8192,4096
NGT Services (UK) Ltd.,250383,36986,Navigator Ceto,8192,4096
NGT Services (UK) Ltd.,250383,30937,NAVIGATOR VENUS,8192,4096
NGT Services (UK) Ltd.,250383,41985,NAVIGATOR LIBRA,8192,4096
NGT Services (UK) Ltd.,250383,33612,Navigator Centauri,8192,4096
NGT Services (UK) Ltd.,250383,25307,NAVIGATOR PHOENIX,8192,4096
NGT Services (UK) Ltd.,250383,25306,NAVIGATOR PEGASUS,8192,4096
NGT Services (UK) Ltd.,250383,41518,NAVIGATOR LEO,8192,4096
NGT Services (UK) Ltd.,250383,17879,NAVIGATOR SATURN,8192,4096
NGT Services (UK) Ltd.,250383,33930,Navigator Ceres,8192,4096
NGT Services (UK) Ltd.,250383,41603,NAVIGATOR PLUTO,8192,4096
NGT Services (UK) Ltd.,250383,39057,Navigator Copernico,8192,4096
NGT Services (UK) Ltd.,250383,3826,NAVIGATOR LUGA,8192,4096
"China Transport Telecommunication Info Gp Co., Ltd",189410,46797,Song Hang,8192,4096
NGT Services (UK) Ltd.,250383,28563,Navigator Oberon,8192,4096
NGT Services (UK) Ltd.,250383,42844,NAVIGATOR GEMINI,8192,4096
NGT Services (UK) Ltd.,250383,28692,Navigator Triton,8192,4096
Horizon Maritime Services Ltd,254465,17043,North Sea Enabler,8192,4096
Orbyt Global SA,261344,22751,KOI FX,8192,4096
World Link Communications,101174,40198,Flora Delmas,8192,3072
World Link Communications,101174,36809,CMA CGM Puerto Antioquia,8192,3072
World Link Communications,101174,36808,CMA CGM Malta,8192,3072
Torm A/S,246773,28294,Torm Australia,8192,4096
"CONNECTA SATELLITE SOLUTIONS, LLC",207029,5761,AGE OF UNION,8192,4096
Orbyt Global SA,261344,23849,BELLINI FX,8192,4096
Orbyt Global SA,261344,22431,FLAGSHIP SAGE FX,8192,4096
Orbyt Global SA,261344,24604,FLAGSHIP VIOLET FX,8192,4096
Orbyt Global SA,261344,21756,RS TARA,8192,4096
Orbyt Global SA,261344,23250,GAS GROUPER FX,8192,4096
Orbyt Global SA,261344,24262,FLAGSHIP TULIP FX,8192,4096
Orbyt Global SA,261344,24574,AVANTI FX,8192,4096
Orbyt Global SA,261344,22333,FLAGSHIP ORCHID FX,8192,4096
Orbyt Global SA,261344,23811,FLAGSHIP IVY FX,8192,4096
Orbyt Global SA,261344,22682,FLAGSHIP WILLOW FX,8192,4096
Orbyt Global SA,261344,23473,ANDIAMO FX,8192,4096
Orbyt Global SA,261344,25190,FLAGSHIP PRIVET FX,8192,4096
Orbyt Global SA,261344,28921,ENDLESS SUMMER FX,8192,4096
IMARSAT GLOBAL LIMITED,258525,31065,ProdSanityNewCustomerSite16thJan,8192,3072
OCEANEERING INTERNATIONAL SERVICES,176798,40987,VIRGINIA ANN PO # BUOTM-87440,8192,4096
"Subcom, LLC",246759,4434,CS Durable Client 1,8192,4096
